Release Date,Book,Chapter Number,Chapter Name,Speaker,Dialogue,Addressee,Listener,About Character,Mentioned Character,Present
8/6/1996,A Game Of Thrones,7,Arya I,Sandor Clegane,"How old are you, boy?",Robb Stark,Lew (guard);Donnis;Joffrey Baratheon;Theon Greyjoy;Bran Stark;Tommen Baratheon;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Robb Stark,"Fourteen,",Sandor Clegane,Lew (guard);Donnis;Joffrey Baratheon;Theon Greyjoy;Bran Stark;Tommen Baratheon;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Sandor Clegane,I killed a man at twelve. You can be sure it was not with a blunt sword.,Robb Stark,Lew (guard);Donnis;Joffrey Baratheon;Theon Greyjoy;Bran Stark;Tommen Baratheon;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Robb Stark,Let me do it. I can beat him.,Rodrik Cassel,Lew (guard);Donnis;Joffrey Baratheon;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon,Joffrey Baratheon,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Rodrik Cassel,"Beat him with a tourney blade, then,",Robb Stark,Lew (guard);Donnis;Joffrey Baratheon;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon,Joffrey Baratheon,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Joffrey Baratheon,"Come and see me when you're older, Stark. If you're not too old.",Robb Stark,Lew (guard);Donnis;Theon Greyjoy;Sandor Clegane;Bran Stark;Tommen Baratheon;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Joffrey Baratheon,"Come, Tommen,",Tommen Baratheon,Lew (guard);Donnis;Robb Stark;Theon Greyjoy;Sandor Clegane;Bran Stark;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Joffrey Baratheon,The hour of play is done. Leave the children to their frolics.,Tommen Baratheon,Lew (guard);Donnis;Robb Stark;Theon Greyjoy;Sandor Clegane;Bran Stark;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"The show is done,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"You had best run back to your room, little sister. Septa Mordane will surely be lurking. The longer you hide, the sterner the penance. You'll be sewing all through winter. When the spring thaw comes, they will find your body with a needle still locked tight between your frozen fingers.",Arya Stark,,Mordane,Mordane,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,I hate needlework!,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Arya Stark,It's not fair!,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,7,Arya I,Jon Snow,"Nothing is fair,",Arya Stark,,,,TRUE
,,,,,,,,,,
8/6/1996,A Game Of Thrones,8,Bran II,Bran Stark,"You stay here,",Summer,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Bran Stark,Lie down. That's right. Now stay—,Summer,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Bran Stark,"Quiet,",Summer,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Bran Stark,Sit down. Stay. You're worse than Mother.,Summer,,Catelyn Stark,Catelyn Stark,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Eddard Stark,"You're not my son,",Bran Stark,,,,FALSE
8/6/1996,A Game Of Thrones,8,Bran II,Eddard Stark,"you're a squirrel. So be it. If you must climb, then climb, but try not to let your mother see you.",Bran Stark,,Catelyn Stark,,FALSE
8/6/1996,A Game Of Thrones,8,Bran II,Bran Stark,"I'm not made of clay. And anyhow, I never fall.",Luwin,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,"I do not like it,",Jaime Lannister,,,,FALSE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,You should be the Hand.,Jaime Lannister,,,,FALSE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"Gods forbid,",Cersei Lannister,,,,FALSE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,It's not an honor I'd want. There's far too much work involved.,Cersei Lannister,,,,FALSE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,Don't you see the danger this puts us in?,Jaime Lannister,,Robert Baratheon,,FALSE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,Robert loves the man like a brother.,Jaime Lannister,,Robert Baratheon,Robert Baratheon,FALSE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,Robert can barely stomach his brothers. Not that I blame him. Stannis would be enough to give anyone indigestion.,Cersei Lannister,,Robert Baratheon;Stannis Baratheon;Renly Baratheon,Robert Baratheon;Stannis Baratheon,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,"Don't play the fool. Stannis and Renly are one thing, and Eddard Stark is quite another. Robert will listen to Stark. Damn them both. I should have insisted that he name you, but I was certain Stark would refuse him.",Jaime Lannister,,Eddard Stark;Robert Baratheon;Stannis Baratheon;Renly Baratheon,Eddard Stark;Robert Baratheon;Stannis Baratheon;Renly Baratheon,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"We ought to count ourselves fortunate,",Cersei Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"The king might as easily have named one of his brothers, or even Littlefinger, gods help us. Give me honorable enemies rather than ambitious ones, and I'll sleep more easily by night.",Cersei Lannister,,Robert Baratheon;Stannis Baratheon;Renly Baratheon;Petyr Baelish,Petyr Baelish,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,"We will have to watch him carefully,",Jaime Lannister,,Eddard Stark,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"I would sooner watch you,",Cersei Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,Come back here.,Cersei Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,"Lord Eddard has never taken any interest in anything that happened south of the Neck,",Jaime Lannister,,Eddard Stark,Eddard Stark,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,"Never. I tell you, he means to move against us. Why else would he leave the seat of his power?",Jaime Lannister,,Eddard Stark,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"A hundred reasons. Duty. Honor. He yearns to write his name large across the book of history, to get away from his wife, or both. Perhaps he just wants to be warm for once in his life.",Cersei Lannister,,Eddard Stark,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Catelyn Stark,His wife is Lady Arryn's sister. It's a wonder Lysa was not here to greet us with her accusations.,Jaime Lannister,,Eddard Stark;Catelyn Stark;Lysa Arryn,Lysa Arryn,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,You fret too much. Lysa Arryn is a frightened cow.,Cersei Lannister,,Lysa Arryn,Lysa Arryn,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,That frightened cow shared Jon Arryn's bed.,Jaime Lannister,,Jon Arryn;Lysa Arryn,Jon Arryn,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"If she knew anything, she would have gone to Robert before she fled King's Landing.",Cersei Lannister,,Robert Baratheon;Lysa Arryn,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,When he had already agreed to foster that weakling son of hers at Casterly Rock? I think not. She knew the boy's life would be hostage to her silence. She may grow bolder now that he's safe atop the Eyrie.,Jaime Lannister,,Robert Arryn;Lysa Arryn;Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,Mothers.,Cersei Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,I think birthing does something to your minds. You are all mad.,Cersei Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"Let Lady Arryn grow as bold as she likes. Whatever she knows, whatever she thinks she knows, she has no proof.",Cersei Lannister,,Lysa Arryn,Lysa Arryn,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,Or does she?,Cersei Lannister,,Lysa Arryn,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,Do you think the king will require proof?,Jaime Lannister,,Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,"I tell you, he loves me not.",Jaime Lannister,,Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"And whose fault is that, sweet sister?",Cersei Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,"You are as blind as Robert,",Jaime Lannister,,Robert Baratheon,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"If you mean I see the same thing, yes,",Cersei Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,I see a man who would sooner die than betray his king.,Cersei Lannister,,Eddard Stark;Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,"He betrayed one already, or have you forgotten?",Jaime Lannister,,Eddard Stark,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,"Oh, I don't deny he's loyal to Robert, that's obvious. What happens when Robert dies and Joff takes the throne? And the sooner that comes to pass, the safer we'll all be. My husband grows more restless every day. Having Stark beside him will only make him worse. He's still in love with the sister, the insipid little dead sixteen-year-old. How long till he decides to put me aside for some new Lyanna?",Jaime Lannister,,Robert Baratheon;Joffrey Baratheon;Eddard Stark;Lyanna Stark,Robert Baratheon;Lyanna Stark,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,You should think less about the future and more about the pleasures at hand.,Cersei Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,Stop that!,Jaime Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"All this talk is getting very tiresome, sister,",Cersei Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,Come here and be quiet.,Cersei Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,"Stop it,",Jaime Lannister,Bran Stark,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,"stop it, stop it. Oh, please…",Jaime Lannister,Bran Stark,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,"He saw us,",Jaime Lannister,Bran Stark,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"So he did,",Cersei Lannister,Bran Stark,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"Take my hand,",Bran Stark,Cersei Lannister,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,Before you fall.,Bran Stark,Cersei Lannister,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Cersei Lannister,What are you doing?,Jaime Lannister,Bran Stark,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"How old are you, boy?",Bran Stark,Cersei Lannister,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Bran Stark,"Seven,",Jaime Lannister,Cersei Lannister,,,TRUE
8/6/1996,A Game Of Thrones,8,Bran II,Jaime Lannister,"The things I do for love,",Cersei Lannister,Bran Stark,,,TRUE
,,,,,,,,,,
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"Chayle,",Chayle,,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"I'm off to break my fast. See that you return the books to the shelves. Be gentle with the Valyrian scrolls, the parchment is very dry. Ayrmidon's Engines of War is quite rare, and yours is the only complete copy I've ever seen.",Chayle,,Ayrmidon,Ayrmidon,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Sandor Clegane,The boy is a long time dying. I wish he would be quicker about it.,Joffrey Baratheon,Tyrion Lannister,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Joffrey Baratheon,"At least he dies quietly,",Sandor Clegane,Tyrion Lannister,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Joffrey Baratheon,It's the wolf that makes the noise. I could scarce sleep last night.,Sandor Clegane,Tyrion Lannister,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Sandor Clegane,"I could silence the creature, if it please you,",Joffrey Baratheon,Tyrion Lannister,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Joffrey Baratheon,Send a dog to kill a dog!,Sandor Clegane,Tyrion Lannister,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Joffrey Baratheon,"Winterfell is so infested with wolves, the Starks would never miss one.",Sandor Clegane,Tyrion Lannister,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"I beg to differ, nephew,",Joffrey Baratheon,Sandor Clegane,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,The Starks can count past six. Unlike some princes I might name.,Joffrey Baratheon,Sandor Clegane,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Sandor Clegane,"A voice from nowhere,",Tyrion Lannister,Joffrey Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Sandor Clegane,Spirits of the air!,Tyrion Lannister,Joffrey Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,Down here.,Sandor Clegane,Joffrey Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Sandor Clegane,"The little lord Tyrion,",Tyrion Lannister,Joffrey Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Sandor Clegane,My pardons. I did not see you standing there.,Tyrion Lannister,Joffrey Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,I am in no mood for your insolence today.,Sandor Clegane,Joffrey Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"Joffrey, it is past time you called on Lord Eddard and his lady, to offer them your comfort.",Joffrey Baratheon,Sandor Clegane,Eddard Stark;Catelyn Stark,Eddard Stark,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Joffrey Baratheon,What good will my comfort do them?,Tyrion Lannister,Sandor Clegane,Eddard Stark;Catelyn Stark,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"None,",Joffrey Baratheon,Sandor Clegane,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,Yet it is expected of you. Your absence has been noted.,Joffrey Baratheon,Sandor Clegane,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Joffrey Baratheon,"The Stark boy is nothing to me,",Tyrion Lannister,Sandor Clegane,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Joffrey Baratheon,I cannot abide the wailing of women.,Tyrion Lannister,Sandor Clegane,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"One word,",Joffrey Baratheon,Sandor Clegane,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,and I will hit you again.,Joffrey Baratheon,Sandor Clegane,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Joffrey Baratheon,I'm going to tell Mother!,Tyrion Lannister,Sandor Clegane,Cersei Lannister,Cersei Lannister,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"You tell your mother,",Joffrey Baratheon,Sandor Clegane,Cersei Lannister,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"But first you get yourself to Lord and Lady Stark, and you fall to your knees in front of them, and you tell them how very sorry you are, and that you are at their service if there is the slightest thing you can do for them or theirs in this desperate hour, and that all your prayers go with them. Do you understand? Do you?",Joffrey Baratheon,Sandor Clegane,Eddard Stark;Catelyn Stark,Eddard Stark;Catelyn Stark,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Sandor Clegane,"The prince will remember that, little lord,",Tyrion Lannister,,Joffrey Baratheon,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"I pray he does,",Sandor Clegane,,Joffrey Baratheon,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"If he forgets, be a good dog and remind him.",Sandor Clegane,,Joffrey Baratheon,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,Do you know where I might find my brother?,Sandor Clegane,,Jaime Lannister,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Sandor Clegane,Breaking fast with the queen.,Tyrion Lannister,,Cersei Lannister,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"Ah,",Sandor Clegane,,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,Is Robert still abed?,Jaime Lannister;Cersei Lannister,Myrcella Baratheon;Tommen Baratheon,Robert Baratheon,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Cersei Lannister,"The king has not slept at all,",Tyrion Lannister,Jaime Lannister;Myrcella Baratheon;Tommen Baratheon,Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Cersei Lannister,He is with Lord Eddard. He has taken their sorrow deeply to heart.,Tyrion Lannister,Jaime Lannister;Myrcella Baratheon;Tommen Baratheon,Eddard Stark;Robert Baratheon,Eddard Stark,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Jaime Lannister,"He has a large heart, our Robert,",Tyrion Lannister;Cersei Lannister,Myrcella Baratheon;Tommen Baratheon,Robert Baratheon,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"Bread,",Unknown (Stark servant),Cersei Lannister;Jaime Lannister;Myrcella Baratheon;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"and two of those little fish, and a mug of that good dark beer to wash them down. Oh, and some bacon. Burn it until it turns black.",Unknown (Stark servant),Cersei Lannister;Jaime Lannister;Myrcella Baratheon;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tommen Baratheon,"Do you have news of Bran, Uncle?",Tyrion Lannister,Cersei Lannister;Jaime Lannister;Myrcella Baratheon,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"I stopped by the sickroom last night,",Tommen Baratheon,Cersei Lannister;Jaime Lannister;Myrcella Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,There was no change. The maester thought that a hopeful sign.,Tommen Baratheon,Cersei Lannister;Jaime Lannister;Myrcella Baratheon,Luwin,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tommen Baratheon,"I don't want Brandon to die,",Tyrion Lannister,Cersei Lannister;Jaime Lannister;Myrcella Baratheon,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Jaime Lannister,"Lord Eddard had a brother named Brandon as well,",Tyrion Lannister,Tommen Baratheon;Cersei Lannister;Myrcella Baratheon,Eddard Stark;Brandon Stark,Eddard Stark;Brandon Stark,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Jaime Lannister,One of the hostages murdered by Targaryen. It seems to be an unlucky name.,Tyrion Lannister,Tommen Baratheon;Cersei Lannister;Myrcella Baratheon,Brandon Stark;Aerys II Targaryen,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"Oh, not so unlucky as all that, surely,",Jaime Lannister,Tommen Baratheon;Cersei Lannister;Myrcella Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Cersei Lannister,What do you mean?,Tyrion Lannister,Tommen Baratheon;Jaime Lannister;Myrcella Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"Why, only that Tommen may get his wish. The maester thinks the boy may yet live.",Cersei Lannister,Tommen Baratheon;Jaime Lannister;Myrcella Baratheon,Tommen Baratheon;Luwin;Bran Stark,Tommen Baratheon,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Cersei Lannister,That is no mercy. These northern gods are cruel to let the child linger in such pain.,Tyrion Lannister,Jaime Lannister;Myrcella Baratheon;Tommen Baratheon,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Jaime Lannister,What were the maester's words?,Tyrion Lannister,Cersei Lannister;Myrcella Baratheon;Tommen Baratheon,Luwin,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"He thinks that if the boy were going to die, he would have done so already. It has been four days with no change.",Jaime Lannister,Cersei Lannister;Myrcella Baratheon;Tommen Baratheon,Luwin;Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Myrcella Baratheon,"Will Bran get better, Uncle?",Tyrion Lannister,Cersei Lannister;Jaime Lannister;Tommen Baratheon,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"His back is broken, little one,",Myrcella Baratheon,Cersei Lannister;Jaime Lannister;Tommen Baratheon,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"The fall shattered his legs as well. They keep him alive with honey and water, or he would starve to death. Perhaps, if he wakes, he will be able to eat real food, but he will never walk again.",Myrcella Baratheon,Cersei Lannister;Jaime Lannister;Tommen Baratheon,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Cersei Lannister,"If he wakes,",Tyrion Lannister,Jaime Lannister;Myrcella Baratheon;Tommen Baratheon,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Cersei Lannister,Is that likely?,Tyrion Lannister,Jaime Lannister;Myrcella Baratheon;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"The gods alone know,",Cersei Lannister,Jaime Lannister;Myrcella Baratheon;Tommen Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,The maester only hopes.,Cersei Lannister,Jaime Lannister;Myrcella Baratheon;Tommen Baratheon,Luwin,,TRUE
8/6/1996,A Game Of Thrones,9,Tyrion I,Tyrion Lannister,"I would swear that wolf of his is keeping the boy alive. The creature is outside his window day and night, howling. Every time they chase it away, it returns. The maester said they closed the window once, to shut out the noise, and Bran seemed to weaken. When they opened it again, his heart beat stronger.",Cersei Lannister,Jaime Lannister;Myrcella Baratheon;Tommen Baratheon,Luwin;Bran Stark,,TRUE
